,Unnamed: 0,Date_Published,Locality,Type_of_Property,Price
12365,12365,October,GĦARGĦUR,farmhouse,3200000
12366,12366,October,GĦARGĦUR,apartment,224000
12367,12367,October,GĦAXAQ,house of character of character,298000
12368,12368,October,GĦAXAQ,apartment,160000
12369,12369,October,GĦAXAQ,apartment,160000
12370,12370,October,GĦAXAQ,apartment,135000
12371,12371,October,GĦAXAQ,townhouse,240000
12372,12372,October,GĦAXAQ,house of character of character,1236000
12373,12373,October,GOZO GĦAJNSIELEM,apartment,175000
12374,12374,October,GOZO GĦAJNSIELEM,penthouse,165000
12375,12375,October,GOZO GĦARB,apartment,180000
12376,12376,October,GOZO GĦARB,farmhouse,375000
12377,12377,October,GOZO KERĊEM,house of character of character,375000
12378,12378,October,GOZO MARSALFORN,maisonette,140000
12379,12379,October,GOZO QALA,penthouse,99500
12380,12380,October,GOZO SAN,farmhouse,180000
12381,12381,October,GOZO SANNAT,penthouse,120000
12382,12382,October,GOZO SANTA,character,314000
12383,12383,October,GOZO VICTORIA,penthouse,150000
12384,12384,October,GOZO XAGĦRA,character,210000
12385,12385,October,GOZO XAGĦRA,house of character of character,320000
12386,12386,October,GOZO XAGĦRA,apartment,77000
12387,12387,October,GOZO XAGĦRA,apartment,220000
12388,12388,October,GOZO XAGĦRA,apartment,125000
12389,12389,October,GOZO XLENDI,maisonette,95000
12390,12390,October,GUDJA,maisonette,186000
12391,12391,October,GŻIRA,apartment,180000
12392,12392,October,GŻIRA,apartment,325000
12393,12393,October,GŻIRA,apartment,180000
12394,12394,October,GŻIRA,apartment,240000
12395,12395,October,GŻIRA,apartment,140000
12396,12396,October,GŻIRA,apartment,195000
12397,12397,October,GŻIRA,maisonette,155000
12398,12398,October,ĦAMRUN,maisonette,82000
12399,12399,October,HIGH,maisonette,270000
12400,12400,October,IKLIN,maisonette,32000
12401,12401,October,IKLIN,maisonette,240000
12402,12402,October,IKLIN,penthouse,265000
12403,12403,October,KALKARA,apartment,225000
12404,12404,October,KALKARA,maisonette,250000
12405,12405,October,KALKARA,apartment,175000
12406,12406,October,KALKARA,apartment,225000
12407,12407,October,KALKARA,villa,550000
12408,12408,October,KALKARA,apartment,249000
12409,12409,October,KAPPARA,apartment,215000
12410,12410,October,KAPPARA,apartment,190000
12411,12411,October,LIJA,character,730000
12412,12412,October,LIJA,apartment,207000
12413,12413,October,LUQA,character,400000
12414,12414,October,MANIKATA,penthouse,400000
12415,12415,October,MARSASCALA,apartment,215000
12416,12416,October,MARSASCALA,maisonettes,220000
12417,12417,October,MARSASCALA,villa,475000
12418,12418,October,MARSASCALA,apartment,215000
12419,12419,October,MARSASCALA,apartment,191000
12420,12420,October,MARSASCALA,apartment,187000
12421,12421,October,MARSASCALA,maisonette,165000
12422,12422,October,MARSASCALA,apartment,149000
12423,12423,October,MARSASCALA,penthouse,350000
12424,12424,October,MARSASCALA,maisonette,270000
12425,12425,October,MARSASCALA,apartment,210000
12426,12426,October,MARSASCALA,townhouse,270000
12427,12427,October,MARSASCALA,maisonette,170000
12428,12428,October,MARSAXLOKK,maisonette,480000
12429,12429,October,MARSAXLOKK,plot,465000
12430,12430,October,MARSAXLOKK,bungalow,650000
12431,12431,October,_Hlk479148992,apartment,185000
12432,12432,October,MELLIEĦA,apartment,490000
12433,12433,October,MELLIEĦA,apartment,485000
12434,12434,October,MELLIEĦA,house of character of character,340000
12435,12435,October,MELLIEĦA,maisonette,212600
12436,12436,October,MELLIEĦA,apartment,120000
12437,12437,October,MELLIEĦA,penthouse,500000
12438,12438,October,MELLIEĦA,maisonette,215000
12439,12439,October,MELLIEĦA,apartment,185000
12440,12440,October,MELLIEĦA,apartment,103800
12441,12441,October,MELLIEĦA,penthouse,500000
12442,12442,October,MELLIEĦA,penthouse,215000
12443,12443,October,MELLIEĦA,house of character of character,472000
12444,12444,October,MELLIEĦA,penthouse,405000
12445,12445,October,MELLIEĦA,apartment,180000
12446,12446,October,MĠARR,apartment,299000
12447,12447,October,MĠARR,penthouse,350000
12448,12448,October,MOSTA,apartment,190000
12449,12449,October,MOSTA,maisonette,295000
12450,12450,October,MOSTA,maisonettes,244500
12451,12451,October,MOSTA,character,297000
12452,12452,October,MOSTA,character,266000
12453,12453,October,MOSTA,apartment,200000
12454,12454,October,MOSTA,maisonette,295000
12455,12455,October,MOSTA,apartment,260000
12456,12456,October,MOSTA,maisonette,368000
12457,12457,October,MOSTA,character,265000
12458,12458,October,MOSTA,character,275000
12459,12459,October,MOSTA,plot,550000
12460,12460,October,MOSTA,house of character of character,375000
12461,12461,October,MOSTA,apartment,260000
12462,12462,October,MOSTA,apartment,250000
12463,12463,October,MOSTA,apartment,175000
12464,12464,October,MQABBA,character,795000
12465,12465,October,MSIDA,apartment,205000
12466,12466,October,MSIDA,apartment,139000
12467,12467,October,MSIDA,apartment,129000
12468,12468,October,MSIDA,apartment,91200
12469,12469,October,MSIDA,apartment,65000
12470,12470,October,MSIDA,apartment,185000
12471,12471,October,MSIDA,maisonette,200000
12472,12472,October,MSIDA,penthouse,155000
12473,12473,October,MSIDA,penthouse,185000
12474,12474,October,MSIDA,penthouse,265000
12475,12475,October,MSIDA,apartment,94000
12476,12476,October,MSIDA,apartment,199000
12477,12477,October,MSIDA,penthouse,190000
12478,12478,October,MTARFA,apartment,159000
12479,12479,October,NAXXAR,plot,570000
12480,12480,October,NAXXAR,maisonette,255000
12481,12481,October,NAXXAR,maisonette,285000
12482,12482,October,NAXXAR,maisonette,205000
12483,12483,October,NAXXAR,townhouse,950000
12484,12484,October,NAXXAR,apartment,250000
12485,12485,October,PAOLA,townhouse,181000
12486,12486,October,PAOLA,apartment,142000
12487,12487,October,PEMBROKE,villa,850000
12488,12488,October,PENDER,apartment,319000
12489,12489,October,PIETÀ,penthouse,160000
12490,12490,October,PIETÀ,apartment,210000
12491,12491,October,PIETÀ,penthouse,110000
12492,12492,October,PIETÀ,apartment,295000
12493,12493,October,PIETÀ,penthouse,690000
12494,12494,October,PIETÀ,apartment,165000
12495,12495,October,PIETÀ,maisonette,250000
12496,12496,October,QAWRA,apartment,186000
12497,12497,October,QAWRA,penthouse,197500
12498,12498,October,QAWRA,apartment,149000
12499,12499,October,QAWRA,apartment,178000
12500,12500,October,QAWRA,penthouse,160000
12501,12501,October,QAWRA,apartment,340000
12502,12502,October,QAWRA,apartment,122500
12503,12503,October,AWRA,apartment,149000
12504,12504,October,QAWRA,maisonette,225000
12505,12505,October,QAWRA,house of character of character,550000
12506,12506,October,QAWRA,apartment,125000
12507,12507,October,QORMI,townhouse,250000
12508,12508,October,QORMI,apartment,180000
12509,12509,October,QORMI,house of character of character,430000
12510,12510,October,QORMI,townhouse,95000
12511,12511,October,RABAT,character,173400
12512,12512,October,RABAT,house of character of character,383000
12513,12513,October,SAFI,penthouse,170000
12514,12514,October,SAN ĠWANN,bungalow,855000
12515,12515,October,SAN ĠWANN,apartment,150000
12516,12516,October,SAN ĠWANN,apartment,139000
12517,12517,October,SAN ĠWANN,penthouse,285000
12518,12518,October,SAN ĠWANN,penthouse,215000
12519,12519,October,SAN PAWL,villa,895000
12520,12520,October,SAN PAWL,maisonette,375000
12521,12521,October,SAN PAWL,farmhouse,1100000
12522,12522,October,SAN PAWL,apartment,255000
12523,12523,October,SANTA MARIA,villa,1110000
12524,12524,October,SIĠĠIEWI,apartment,180000
12525,12525,October,SIĠĠIEWI,apartment,220000
12526,12526,October,SIĠĠIEWI,apartment,192000
12527,12527,October,SIĠĠIEWI,apartment,210000
12528,12528,October,SIĠĠIEWI,apartment,175000
12529,12529,October,SLIEMA,penthouse,585000
12530,12530,October,SLIEMA,penthouse,790000
12531,12531,October,SLIEMA,apartment,325000
12532,12532,October,SLIEMA,penthouse,315000
12533,12533,October,SLIEMA,apartment,475000
12534,12534,October,SLIEMA,apartment,160000
12535,12535,October,SLIEMA,apartment,398000
12536,12536,October,SLIEMA,penthouse,475000
12537,12537,October,SLIEMA,townhouse,825000
12538,12538,October,SLIEMA,apartment,240000
12539,12539,October,SLIEMA,penthouse,650000
12540,12540,October,SLIEMA,maisonette,380000
12541,12541,October,SLIEMA,apartment,425000
12542,12542,October,SLIEMA,apartment,585000
12543,12543,October,SLIEMA,apartment,695000
12544,12544,October,SLIEMA,apartment,410000
12545,12545,October,SLIEMA,apartment,350000
12546,12546,October,SLIEMA,townhouse,599000
12547,12547,October,SLIEMA,townhouse,599000
12548,12548,October,SLIEMA,apartment,280000
12549,12549,October,SLIEMA,townhouse,650000
12550,12550,October,SLIEMA,townhouse,290000
12551,12551,October,ST JULIANS,house of character of character,465000
12552,12552,October,ST JULIANS,apartment,295000
12553,12553,October,ST JULIANS,apartment,320000
12554,12554,October,ST JULIANS,maisonette,698000
12555,12555,October,ST JULIANS,apartment,395000
12556,12556,October,ST JULIANS,apartment,302100
12557,12557,October,ST JULIANS,apartment,280000
12558,12558,October,ST JULIANS,apartment,325000
12559,12559,October,ST JULIANS,apartment,160000
12560,12560,October,ST JULIANS,apartment,950000
12561,12561,October,ST JULIANS,apartment,295000
12562,12562,October,ST JULIANS,apartment,230000
12563,12563,October,ST JULIANS,maisonette,698000
12564,12564,October,ST JULIANS,apartment,265000
12565,12565,October,ST PAUL,apartment,230000
12566,12566,October,ST PAUL,apartment,530000
12567,12567,October,ST PAUL,maisonette,115000
12568,12568,October,ST PAUL,maisonette,129000
12569,12569,October,ST PAUL,apartment,260000
12570,12570,October,ST PAUL,apartment,350000
12571,12571,October,ST PAUL,maisonette,175500
12572,12572,October,ST PAUL,apartment,187000
12573,12573,October,ST PAUL,apartment,180000
12574,12574,October,ST PAUL,maisonette,380000
12575,12575,October,ST VENERA,apartment,150000
12576,12576,October,ST VENERA,apartment,155000
12577,12577,October,ST VENERA,penthouse,125000
12578,12578,October,ST VENERA,house of character of character,285000
12579,12579,October,ST VENERA,townhouse,285000
12580,12580,October,ST VENERA,maisonette,219000
12581,12581,October,ST VENERA,apartment,124000
12582,12582,October,ST VENERA,house of character of character,330000
12583,12583,October,ST VENERA,apartment,140000
12584,12584,October,SWIEQI,apartment,228000
12585,12585,October,SWIEQI,penthouse,260000
12586,12586,October,SWIEQI,apartment,449000
12587,12587,October,SWIEQI,maisonette,371000
12588,12588,October,SWIEQI,penthouse,450000
12589,12589,October,SWIEQI,penthouse,399000
12590,12590,October,SWIEQI,apartment,275000
12591,12591,October,SWIEQI,apartment,290000
12592,12592,October,SWIEQI,apartment,228000
12593,12593,October,SWIEQI,maisonette,265000
12594,12594,October,TA,apartment,150000
12595,12595,October,TA,apartment,205000
12596,12596,October,TA,apartment,213000
12597,12597,October,TAL IBRAĠ,apartment,360000
12598,12598,October,TAL IBRAĠ,apartment,535000
12599,12599,October,TAL IBRAĠ,apartment,285000
12600,12600,October,TAL IBRAĠ,penthouse,532000
12601,12601,October,TARXIEN,maisonette,162000
12602,12602,October,TARXIEN,townhouse,305000
12603,12603,October,TARXIEN,maisonette,162000
12604,12604,October,THE,villa,890000
12605,12605,October,THE,villa,775000
12606,12606,October,THE,maisonette,445000
12607,12607,October,THE,maisonette,325000
12608,12608,October,VALLETTA,apartment,1200000
12609,12609,October,VALLETTA,restaurant,654000
12610,12610,October,VITTORIOSA,townhouse,535000
12611,12611,October,VITTORIOSA,townhouse,420000
12612,12612,October,_Hlk494205948,townhouse,420000
12613,12613,October,XEMXIJA,maisonette,275000
12614,12614,October,XEMXIJA,apartment,360000
12615,12615,October,XEMXIJA,maisonette,275000
12616,12616,October,XEMXIJA,apartment,285000
12617,12617,October,XGĦAJRA,townhouse,375000
12618,12618,October,ŻABBAR,apartment,130000
12619,12619,October,ŻABBAR,townhouse,98000
12620,12620,October,ŻABBAR,apartment,127200
12621,12621,October,ŻABBAR,townhouse,290000
12622,12622,October,ŻABBAR,penthouse,192000
12623,12623,October,ŻABBAR,penthouse,180000
12624,12624,October,ŻABBAR,maisonette,149000
12625,12625,October,ŻABBAR,maisonette,180000
12626,12626,October,ŻABBAR,apartment,140000
12627,12627,October,ŻABBAR,apartment,145000
12628,12628,October,ŻABBAR,penthouse,165000
12629,12629,October,ŻEBBUĠ,character,750000
12630,12630,October,ŻEBBUĠ,apartment,175000
12631,12631,October,ŻEBBUĠ,apartment,168300
12632,12632,October,ŻEBBUĠ,apartment,215000
12633,12633,October,ŻEBBUĠ,apartment,154500
12634,12634,October,ŻEBBUĠ,townhouse,750000
12635,12635,October,ŻEJTUN,apartment,137800
12636,12636,October,ŻEJTUN,apartment,125000
12637,12637,October,ŻEJTUN,penthouse,150900
12638,12638,October,ŻEJTUN,townhouse,295000
12639,12639,October,ŻEJTUN,house of character of character,100000
12640,12640,October,ŻURRIEQ,apartment,238000
12641,12641,October,ŻURRIEQ,character,1400000
12642,12642,October,ŻURRIEQ,apartment,178000
12643,12643,September,TAL IBRAĠ,penthouse,700000
12644,12644,September,TAL IBRAĠ,apartment,300000
12645,12645,September,ATTARD,villa,795000
12646,12646,September,SLIEMA,apartment,695000
12647,12647,October,BALZAN,plot,1600000
12648,12648,October,FGURA,penthouse,157000
12649,12649,October,GOZO KERĊEM,house of character of character,360000
12650,12650,October,GOZO QALA,apartment,235000
12651,12651,October,KAPPARA,villa,795000
12652,12652,October,MELLIEĦA,apartment,280000
12653,12653,October,MELLIEĦA,maisonette,382000
12654,12654,October,MOSTA,character,749000
12655,12655,October,PENDERGARDENS,apartment,495000
12656,12656,October,PIETÀ,apartment,146500
12657,12657,October,SAN ĠWANN,house of character of character,480000
12658,12658,October,SLIEMA,penthouse,500000
12659,12659,October,SLIEMA,penthouse,325000
12660,12660,October,ST JULIANS,bar,350000
12661,12661,October,SWIEQI,apartment,395000
12662,12662,October,SWIEQI,maisonette,490000
12663,12663,October,TAL IBRAĠ,apartment,285000
12664,12664,October,TAL IBRAĠ,apartment,395000
12665,12665,October,TIGNÉ,apartment,660000
12666,12666,October,ŻEBBUĠ,character,675000
12667,12667,October,ŻEJTUN,townhouse,299000
12668,12668,October,FGURA,penthouse,157000
12669,12669,October,MARSASCALA,apartment,185000
12670,12670,October,SLIEMA,apartment,350000
12671,12671,November,SLIEMA,apartment,925000
12672,12672,November,SLIEMA,apartment,335000
12673,12673,November,TIGNÉ,apartment,575000
12674,12674,November,TIGNÉ,apartment,1950000
12675,12675,November,ATTARD,apartment,187000
12676,12676,November,ATTARD,maisonette,310000
12677,12677,November,ATTARD,apartment,255000
12678,12678,November,ATTARD,apartment,375000
12679,12679,November,ATTARD,house of character of character,500000
12680,12680,November,BAĦAR IĊ-ĊAGĦAQ,maisonette,375000
12681,12681,November,BAĦAR IĊ-ĊAGĦAQ,apartment,290000
12682,12682,November,BAĦAR IĊ-ĊAGĦAQ,apartment,225000
12683,12683,November,BAĦAR IĊ-ĊAGĦAQ,villa,850000
12684,12684,November,BALLUTA,apartment,425000
12685,12685,November,BALZAN,maisonette,362000
12686,12686,November,BALZAN,maisonette,245000
12687,12687,November,BALZAN,penthouse,350000
12688,12688,November,BALZAN,maisonette,345000
12689,12689,November,BALZAN,apartment,265000
12690,12690,November,BALZAN,apartment,280000
12691,12691,November,BALZAN,townhouse,565000
12692,12692,November,BALZAN,apartment,210000
12693,12693,November,BALZAN,apartment,175000
12694,12694,November,BALZAN,townhouse,575000
12695,12695,November,BALZAN,apartment,285000
12696,12696,November,BIDNIJA,bungalow,1500000
12697,12697,November,BIDNIJA,character,760000
12698,12698,November,BIRKIRKARA,apartment,165000
12699,12699,November,BIRKIRKARA,apartment,189000
12700,12700,November,BIRKIRKARA,penthouse,330000
12701,12701,November,BIRKIRKARA,penthouse,275000
12702,12702,November,BIRKIRKARA,townhouse,365000
12703,12703,November,BIRKIRKARA,apartment,133000
12704,12704,November,BIRKIRKARA,character,165000
12705,12705,November,BIRKIRKARA,penthouse,265750
12706,12706,November,BIRKIRKARA,maisonette,256000
12707,12707,November,BIRKIRKARA,character,185000
12708,12708,November,BIRKIRKARA,shop,57500
12709,12709,November,BIRKIRKARA,apartment,171000
12710,12710,November,BIRKIRKARA,maisonette,186000
12711,12711,November,BIRKIRKARA,character,139000
12712,12712,November,BIRKIRKARA,townhouse,365000
12713,12713,November,BIRKIRKARA,character,202000
12714,12714,November,BIRŻEBBUĠA,apartment,290000
12715,12715,November,BIRŻEBBUĠA,townhouse,290000
12716,12716,November,BIRŻEBBUĠA,maisonette,290000
12717,12717,November,BIRŻEBBUĠA,farmhouse,650000
12718,12718,November,BIRŻEBBUĠA,maisonette,223500
12719,12719,November,BIRŻEBBUĠA,penthouse,350000
12720,12720,November,BIRŻEBBUĠA,townhouse,90000
12721,12721,November,BIRŻEBBUĠA,apartment,155000
12722,12722,November,BUĠIBBA,apartment,130000
12723,12723,November,BUĠIBBA,penthouse,430000
12724,12724,November,BUĠIBBA,penthouse,160000
12725,12725,November,BUĠIBBA,apartment,125000
12726,12726,November,BUĠIBBA,maisonette,255000
12727,12727,November,BUĠIBBA,apartment,75000
12728,12728,November,BUĠIBBA,apartment,75000
12729,12729,November,BUĠIBBA,apartment,210000
12730,12730,November,BUĠIBBA,apartment,115000
12731,12731,November,BUĠIBBA,maisonette,170000
12732,12732,November,BURMARRAD,apartment,185000
12733,12733,November,COSPICUA,character,495000
12734,12734,November,COSPICUA,maisonette,142000
12735,12735,November,COSPICUA,house of character of character,570000
12736,12736,November,COSPICUA,house of character of character,430000
12737,12737,November,COSPICUA,apartment,128000
12738,12738,November,COSPICUA,character,280000
12739,12739,November,DINGLI,maisonette,325000
12740,12740,November,DINGLI,maisonette,335000
12741,12741,November,FGURA,apartment,132000
12742,12742,November,FGURA,apartment,118000
12743,12743,November,FGURA,maisonette,210000
12744,12744,November,FGURA,maisonette,190000
12745,12745,November,FGURA,maisonette,156000
12746,12746,November,FGURA,maisonette,138700
12747,12747,November,FGURA,maisonette,175000
12748,12748,November,FGURA,apartment,205000
12749,12749,November,FGURA,maisonette,300000
12750,12750,November,FGURA,maisonette,275000
12751,12751,November,FGURA,apartment,124000
12752,12752,November,FGURA,apartment,120000
12753,12753,November,FGURA,maisonette,130000
12754,12754,November,FGURA,apartment,145000
12755,12755,November,FGURA,house of character of character,329000
12756,12756,November,FGURA,apartment,205000
12757,12757,November,FGURA,apartment,73500
12758,12758,November,FLEUR,house of character of character,430000
12759,12759,November,FLEUR,plot,270000
12760,12760,November,FLORIANA,townhouse,250000
12761,12761,November,FLORIANA,apartment,320000
12762,12762,November,GĦARGĦUR,maisonette,300000
12763,12763,November,GĦARGĦUR,house of character of character,300000
12764,12764,November,GĦARGĦUR,penthouse,355000
12765,12765,November,GĦARGĦUR,apartment,320000
12766,12766,November,GĦARGĦUR,maisonette,345000
12767,12767,November,GĦARGĦUR,maisonette,299000
12768,12768,November,GĦAXAQ,apartment,160000
12769,12769,November,GĦAXAQ,character,375000
12770,12770,November,GĦAXAQ,apartment,145000
12771,12771,November,GĦAXAQ,character,362000
12772,12772,November,GOZO GĦAJNSIELEM,house of character of character,155000
12773,12773,November,GOZO GĦARB,penthouse,150000
12774,12774,November,GOZO MARSALFORN,penthouse,225000
12775,12775,November,GOZO NADUR,apartment,94400
12776,12776,November,GOZO QALA,house of character of character,313000
12777,12777,November,GOZO QALA,apartment,235000
12778,12778,November,GOZO SANNAT,house of character of character,220000
12779,12779,November,GOZO SANNAT,townhouse,295000
12780,12780,November,GOZO SANNAT,penthouse,120000
12781,12781,November,GOZO SANTA,farmhouse,370000
12782,12782,November,GOZO XAGĦRA,character,394000
12783,12783,November,GOZO XAGĦRA,apartment,156000
12784,12784,November,GUARDAMANGIA,apartment,140000
12785,12785,November,GUDJA,maisonette,319000
12786,12786,November,GUDJA,character,290000
12787,12787,November,GŻIRA,apartment,325000
12788,12788,November,GŻIRA,apartment,185000
12789,12789,November,GŻIRA,apartment,240000
12790,12790,November,GŻIRA,apartment,189000
12791,12791,November,GŻIRA,apartment,250000
12792,12792,November,GŻIRA,penthouse,265000
12793,12793,November,GŻIRA,maisonette,235000
12794,12794,November,HAL,house of character of character,400000
12795,12795,November,ĦAMRUN,apartment,330000
12796,12796,November,ĦAMRUN,house of character of character,197000
12797,12797,November,ĦAMRUN,house of character of character,197000
12798,12798,November,ĦAMRUN,maisonette,95000
12799,12799,November,ĦAMRUN,house of character of character,320000
12800,12800,November,ĦAMRUN,maisonette,320000
12801,12801,November,ĦAMRUN,maisonette,75000
12802,12802,November,ĦAMRUN,house of character of character,197000
12803,12803,November,ĦAMRUN,house of character of character,195000
12804,12804,November,ĦAMRUN,maisonette,99000
12805,12805,November,ĦAMRUN,house of character of character,197000
12806,12806,November,IKLIN,maisonette,265000
12807,12807,November,IKLIN,penthouse,265000
12808,12808,November,IKLIN,apartment,260000
12809,12809,November,IKLIN,apartment,165000
12810,12810,November,KALKARA,apartment,225000
12811,12811,November,KALKARA,house of character of character,265000
12812,12812,November,KALKARA,apartment,225000
12813,12813,November,KALKARA,maisonette,175000
12814,12814,November,KALKARA,apartment,175000
12815,12815,November,KALKARA,villa,550000
12816,12816,November,KAPPARA,apartment,288000
12817,12817,November,KAPPARA,maisonette,325000
12818,12818,November,KAPPARA,maisonette,315000
12819,12819,November,KAPPARA,house of character of character,485000
12820,12820,November,LANDRIJIET,farmhouse,1650000
12822,12822,November,LUQA,apartment,191000
12823,12823,November,LUQA,maisonette,135000
12824,12824,November,LUQA,penthouse,223000
12825,12825,November,LUQA,townhouse,298000
12826,12826,November,MADLIENA,maisonette,488500
12827,12827,November,MADLIENA,villa,1650000
12828,12828,November,MANIKATA,apartment,312000
12829,12829,November,MANIKATA,house of character of character,370000
12830,12830,November,MANIKATA,apartment,275000
12831,12831,November,MANIKATA,penthouse,430000
12832,12832,November,MANIKATA,maisonette,200000
12833,12833,November,MARSA,maisonette,101000
12834,12834,November,MARSA,warehouse,524250
12835,12835,November,MARSASCALA,house of character of character,229500
12836,12836,November,MARSASCALA,townhouse,258000
12837,12837,November,MARSASCALA,villa,475000
12838,12838,November,MARSASCALA,maisonettes,230000
12839,12839,November,MARSASCALA,penthouse,205000
12840,12840,November,MARSASCALA,maisonette,290000
12841,12841,November,MARSASCALA,maisonette,340000
12842,12842,November,MARSASCALA,penthouse,190000
12843,12843,November,MARSASCALA,maisonette,308000
12844,12844,November,MARSASCALA,apartment,160000
12845,12845,November,MARSASCALA,maisonette,220000
12846,12846,November,MARSASCALA,maisonettes,128500
12847,12847,November,MARSASCALA,penthouse,550000
12848,12848,November,MARSASCALA,penthouse,600000
12849,12849,November,MARSASCALA,apartment,215000
12850,12850,November,MARSAXLOKK,maisonette,230000
12851,12851,November,MARSAXLOKK,maisonette,162000
12852,12852,November,MARSAXLOKK,bungalow,650000
12853,12853,November,MARSAXLOKK,house of character of character,477000
12854,12854,November,MELLIEĦA,maisonette,200000
12855,12855,November,MELLIEĦA,bungalow,560000
12856,12856,November,MELLIEĦA,villa,794000
12857,12857,November,MELLIEĦA,apartment,475000
12858,12858,November,MELLIEĦA,apartment,151000
12859,12859,November,MELLIEĦA,house of character of character,540000
12860,12860,November,MELLIEĦA,house of character of character,320000
12861,12861,November,MELLIEĦA,house of character of character,495000
12862,12862,November,MELLIEĦA,apartment,330000
12863,12863,November,MELLIEĦA,bungalow,1250000
12864,12864,November,MELLIEĦA,house of character of character,800000
12865,12865,November,MELLIEĦA,house of character of character,250000
12866,12866,November,MELLIEĦA,house of character of character,476000
12867,12867,November,MELLIEĦA,penthouse,770000
12868,12868,November,MELLIEĦA,penthouse,302000
12869,12869,November,MELLIEĦA,apartment,140000
12870,12870,November,MENSIJA,apartment,335000
12871,12871,November,MENSIJA,maisonette,545000
12872,12872,November,MĠARR,apartment,190000
12873,12873,November,MOSTA,penthouse,298000
12874,12874,November,MOSTA,townhouse,375000
12875,12875,November,MOSTA,townhouse,310000
12876,12876,November,MOSTA,maisonettes,239000
12877,12877,November,MOSTA,apartment,245000
12878,12878,November,MOSTA,farmhouse,495000
12879,12879,November,MOSTA,farmhouse,495000
12880,12880,November,MOSTA,apartment,299000
12881,12881,November,MOSTA,apartment,280000
12882,12882,November,MOSTA,character,295000
12883,12883,November,MOSTA,apartment,235000
12884,12884,November,MOSTA,apartment,198000
12885,12885,November,MOSTA,apartment,299000
12886,12886,November,MOSTA,maisonette,285000
12887,12887,November,MOSTA,penthouse,275000
12888,12888,November,MOSTA,apartment,260000
12889,12889,November,MOSTA,maisonette,202000
12890,12890,November,MOSTA,character,295000
12891,12891,November,MOSTA,house of character of character,280000
12892,12892,November,MOSTA,farmhouse,495000
12893,12893,November,MSIDA,apartment,160000
12894,12894,November,MSIDA,apartment,139000
12895,12895,November,MSIDA,penthouse,240000
12896,12896,November,MSIDA,apartment,195000
12897,12897,November,MSIDA,apartment,176000
12898,12898,November,MSIDA,maisonette,155000
12899,12899,November,MSIDA,penthouse,235000
12900,12900,November,NAXXAR,penthouse,400000
12901,12901,November,NAXXAR,penthouse,426000
12902,12902,November,NAXXAR,townhouse,750000
12903,12903,November,NAXXAR,apartment,185000
12904,12904,November,NAXXAR,character,375000
12905,12905,November,NAXXAR,penthouse,325000
12906,12906,November,NAXXAR,character,310000
12907,12907,November,NAXXAR,apartment,268500
12908,12908,November,NAXXAR,apartment,295000
12909,12909,November,NAXXAR,apartment,209400
12910,12910,November,PAOLA,house of character of character,500000
12911,12911,November,PAOLA,penthouse,195000
12912,12912,November,PAOLA,townhouse,169000
12913,12913,November,PAOLA,apartment,185000
12914,12914,November,PAOLA,maisonette,129000
12915,12915,November,PAOLA,house of character of character,169000
12916,12916,November,PAOLA,townhouse,160000
12917,12917,November,PAOLA,townhouse,160000
12918,12918,November,PENDER,apartment,319000
12919,12919,November,PENDERGARDENS,apartment,515000
12920,12920,November,PIETÀ,apartment,179000
12921,12921,November,PIETÀ,penthouse,280000
12922,12922,November,PIETÀ,apartment,146500
12923,12923,November,QAJJENZA,apartment,120000
12924,12924,November,QAWRA,apartment,220000
12925,12925,November,QAWRA,apartment,210000
12926,12926,November,QAWRA,apartment,155000
12927,12927,November,QAWRA,apartment,220000
12928,12928,November,QAWRA,apartment,136000
12929,12929,November,QAWRA,apartment,117000
12930,12930,November,QAWRA,apartment,175000
12931,12931,November,QAWRA,apartment,159500
12932,12932,November,QAWRA,apartment,187000
12933,12933,November,QAWRA,maisonette,310000
12934,12934,November,QAWRA,apartment,185000
12935,12935,November,QAWRA,apartment,155000
12936,12936,November,QORMI,character,372000
12938,12938,November,QORMI,townhouse,150000
12939,12939,November,QORMI,maisonette,142000
12940,12940,November,QORMI,maisonette,270500
12941,12941,November,QORMI,maisonette,270000
12942,12942,November,QRENDI,maisonette,230000
12943,12943,November,QRENDI,penthouse,318000
12944,12944,November,RABAT,townhouse,349900
12945,12945,November,RABAT,character,800000
12946,12946,November,RABAT,house of character of character,340000
12947,12947,November,RABAT,penthouse,1350000
12948,12948,November,RABAT,townhouse,160000
12949,12949,November,SAFI,penthouse,138000
12950,12950,November,SAFI,house of character of character,369000
12951,12951,November,SAFI,apartment,148000
12952,12952,November,SALINA,maisonette,212000
12953,12953,November,SAN ĠWANN,apartment,225000
12954,12954,November,SAN ĠWANN,apartment,215000
12955,12955,November,SAN ĠWANN,apartment,200000
12956,12956,November,SAN ĠWANN,villa,800000
12957,12957,November,SAN ĠWANN,house of character of character,495000
12958,12958,November,SAN ĠWANN,penthouse,350000
12959,12959,November,SAN ĠWANN,stores,350000
12960,12960,November,SAN PAWL,apartment,245000
12961,12961,November,SAN PAWL,villa,1350000
12962,12962,November,SAN PAWL,villa,1430000
12963,12963,November,SANTA MARIA,bungalow,880000
12964,12964,November,SIĠĠIEWI,maisonette,220000
12965,12965,November,SIĠĠIEWI,apartment,200000
12966,12966,November,SIĠĠIEWI,apartment,180000
12967,12967,November,SIĠĠIEWI,apartment,195000
12968,12968,November,SIĠĠIEWI,character,265000
