Date_Published,Locality,Type_of_Property,Price
November,QAWRA,apartment,135000
November,SLIEMA,apartment,185000
November,SLIEMA,apartment,239000
November,SLIEMA,apartment,
November,ST PAUL,apartment,och110000
November,XEMXIJA,apartment,387000
November,A,,
November,APARTMENTS,MAISONETTES,
November,ATTARD,house,475000
November,ATTARD,penthouse,225000
November,ATTARD,maisonette,355000
November,ATTARD,apartment,225000
November,ATTARD,house,309000
November,ATTARD,apartment,180500
November,ATTARD,maisonette,230000
November,ATTARD,apartment,145000
November,ATTARD,,186000
November,ATTARD,,185000
November,ATTARD,house,405000
November,ATTARD,house,415000
November,ATTARD,house,450000
November,ATTARD,villa,495000
November,BAĦAR IĊ-ĊAGĦAQ,house,535000
November,BAĦAR IĊ-ĊAGĦAQ,house,450000
November,BAĦAR IĊ-ĊAGĦAQ,apartment,160000
November,BAĦAR IĊ-ĊAGĦAQ,apartment,
November,BAĦAR IĊ-ĊAGĦAQ,apartment,175000
November,BAĦRIJA,apartments,
November,BAĦRIJA,apartment,118600
November,BALLUTA,,305000
November,BALZAN,townhouse,389000
November,BALZAN,maisonette,230000
November,BALZAN,apartment,185000
November,BALZAN,flat,167000
November,BALZAN,house,350000
November,BIDNIJA,,och120000
November,BIRGUMA,villa,850000
November,BIRGUMA,bungalow,1450000
November,BIRKIRKARA,flat,133000
November,BIRKIRKARA,maisonette,168000
November,BIRKIRKARA,maisonette,245000
November,BIRKIRKARA,townhouse,495000
November,BIRKIRKARA,character,298000
November,BIRKIRKARA,penthouse,205000
November,BIRKIRKARA,apartment,154000
November,BIRKIRKARA,townhouse,92000
November,BIRŻEBBUĠA,apartment,141000
November,BIRŻEBBUĠA,maisonette,250000
November,BIRŻEBBUĠA,maisonette,250000
November,BUĠIBBA,apartment,85000
November,BUĠIBBA,apartment,225000
November,BUĠIBBA,apartment,150000
November,BUĠIBBA,maisonettes,350000
November,BUĠIBBA,apartment,86000
November,BUĠIBBA,house,200000
November,BUĠIBBA,apartment,64000
November,COSPICUA,maisonette,85000
November,DINGLI,maisonette,202000
November,FGURA,apartment,110000
November,FGURA,maisonette,150000
November,FGURA,apartment,123000
November,FGURA,maisonette,149000
November,FGURA,apartment,130000
November,FGURA,apartment,105000
November,FGURA,apartments,97000
November,FGURA,penthouse,150000
November,FGURA,house,267000
November,FLORIANA,Apartment,79000
November,FLORIANA,townhouse,450000
November,FLORIANA,townhouse,255000
November,FRANCE,villa,120000
November,GĦARGĦUR,character,350000
November,GĦARGĦUR,penthouse,250000
November,GĦARGĦUR,character,350000
November,GĦARGĦUR,apartment,185000
November,GĦARGĦUR,apartment,185000
November,GĦARGĦUR,character,695000
November,GĦARGĦUR,townhouse,690000
November,GĦARGĦUR,apartment,230000
November,GĦARGĦUR,Penthouse,348000
November,GĦARGĦUR,apartments,164000
November,GĦARGĦUR,maisonette,149000
November,GĦARGĦUR,character,270000
November,GĦARGĦUR,character,297000
November,GĦAXAQ,penthouse,155000
November,GĦAXAQ,apartment,110000
November,GOZO GĦARB,Plot,
November,GOZO MARSALFORN,apartment,85000
November,GOZO MARSALFORN,maisonette,110000
November,GOZO MARSALFORN,apartment,105000
November,GOZO MARSALFORN,apartment,70000
November,GOZO NADUR,,16500
November,GOZO NADUR,townhouse,295000
November,GOZO NADUR,apartment,189000
November,GOZO NADUR,character,270000
November,GOZO QALA,,10000
November,GOZO QALA,apartment,180000
November,GOZO SAN,Maisonette,135000
November,GOZO SANNAT,penthouse,255000
November,GOZO SANNAT,Apartment,68000
November,GOZO SANNAT,penthouse,160000
November,GOZO SANNAT,penthouse,268000
November,GOZO VICTORIA,penthouse,120000
November,GOZO XAGĦRA,apartment,110000
November,GOZO XAGĦRA,house,180000
November,GOZO XAGĦRA,villa,275000
November,GOZO XAGĦRA,maisonette,270000
November,GOZO XAGĦRA,farmhouse,636000
November,GOZO XAGĦRA,apartment,105000
November,GOZO XEWKIJA,farmhouse,435000
November,GOZO XLENDI,maisonette,150000
November,GOZO ŻEBBUĠ,apartment,150000
November,GOZO Owners,apartments,110000
November,GOZO Plots,terraced,
November,GUARDAMANGIA,townhouse,265000
November,GUARDAMANGIA,apartment,107500
November,GUARDAMANGIA,,264750
November,GUARDAMANGIA,house,272000
November,GUDJA,,420000
November,GUDJA,apartment,90000
November,GUDJA,,55000
November,GŻIRA,apartments,
November,GŻIRA,penthouse,215000
November,GŻIRA,apartment,175000
November,GŻIRA,apartments,145000
November,GŻIRA,apartment,170000
November,GŻIRA,apartment,739000
November,GŻIRA,apartment,180000
November,GŻIRA,apartments,170000
November,GŻIRA,apartment,260000
November,GŻIRA,apartments,225000
November,GŻIRA,apartment,150000
November,GŻIRA,apartment,145000
November,GŻIRA,apartment,138000
November,ĦAMRUN,,135000
November,ĦAMRUN,Townhouse,
November,ĦAMRUN,apartments,99500
November,ĦAMRUN,penthouse,280000
November,HIGH,Villa,
November,IKLIN,Apartment,96000
November,IKLIN,Bungalow,1930000
November,IKLIN,bungalow,1400000
November,IKLIN,apartment,160000
November,IKLIN,terraced,375000
November,IKLIN,apartment,160000
November,IKLIN,maisonette,250000
November,KALKARA,penthouse,160000
November,KALKARA,maisonette,
November,KAPPARA,maisonette,215000
November,KAPPARA,maisonette,160000
November,KAPPARA,villa,549000
November,LIJA,maisonette,255000
November,LIJA,maisonette,234000
November,LIJA,,1200000
November,LIJA,,1200000
November,LIJA,house,795000
November,LIJA,apartment,118000
November,LIJA,maisonette,240000
November,LIJA,,2300000
November,LIJA,maisonette,234000
November,LUQA,Townhouse,160000
November,MADLIENA,villa,
November,MADLIENA,apartment,380000
November,MADLIENA,Villa,1200000
November,MANIKATA,Apartment,154000
November,MARSASCALA,apartment,185000
November,MARSASCALA,penthouse,535000
November,MARSASCALA,Apartment,98000
November,MARSASCALA,maisonette,165000
November,MARSASCALA,maisonette,130000
November,MARSASCALA,maisonette,152000
November,MARSASCALA,apartment,167000
November,MARSASCALA,maisonette,158000
November,MARSASCALA,maisonette,148000
November,MARSASCALA,apartment,114000
November,MARSAXLOKK,villa,1200000
November,MARSAXLOKK,plot,260000
November,MARSAXLOKK,maisonette,189000
November,MARSAXLOKK,apartment,155000
November,MELLIEĦA,apartment,120000
November,MELLIEĦA,bungalow,873000
November,MELLIEĦA,apartment,170000
November,MELLIEĦA,,150000
November,MELLIEĦA,house,
November,MELLIEĦA,apartment,135000
November,MELLIEĦA,penthouse,160000
November,MELLIEĦA,apartment,148000
November,MELLIEĦA,,420000
November,MELLIEĦA,apartment,165000
November,MĠARR,penthouse,240000
November,MĠARR,farmhouse,1700000
November,MOSTA,,40000
November,MOSTA,maisonette,205000
November,MOSTA,penthouse,225000
November,MOSTA,house,355000
November,MOSTA,apartment,217000
November,MOSTA,apartment,150000
November,MOSTA,maisonette,173000
November,MOSTA,character,350000
November,MOSTA,penthouse,174000
November,MOSTA,apartments,132000
November,MOSTA,character,685000
November,MOSTA,villa,650000
November,MOSTA,penthouse,168000
November,MOSTA,,
November,MOSTA,penthouse,215000
November,MOSTA,flat,134000
November,MOSTA,Penthouse,135000
November,MOSTA,,225000
November,MOSTA,villa,450000
November,MOSTA,apartment,och175000
November,MOSTA,,155000
November,MSIDA,apartments,145000
November,MSIDA,apartments,750000
November,MSIDA,apartments,170000
November,MSIDA,apartment,125000
November,MSIDA,apartment,
November,MSIDA,apartment,125000
November,MSIDA,apartment,140000
November,MSIDA,apartments,145000
November,MSIDA,apartment,185000
November,MSIDA,,159000
November,MSIDA,apartment,148000
November,MSIDA,Apartment,130000
November,MSIDA,townhouse,215000
November,MSIDA,apartments,125000
November,MSIDA,apartment,115000
November,MSIDA,apartment,125000
November,MSIDA,apartment,77000
November,MSIDA,apartment,120000
November,MSIDA,apartment,150000
November,MSIDA,apartment,125000
November,MSIDA,apartment,114000
November,MSIDA,Apartments,256000
November,MTARFA,house,360000
November,NAXXAR,maisonette,290000
November,NAXXAR,apartment,149000
November,NAXXAR,house,740000
November,NAXXAR,villa,700000
November,NAXXAR,maisonette,235000
November,NAXXAR,character,645000
November,NAXXAR,character,325000
November,PAOLA,plot,114500
November,PAOLA,apartment,85000
November,PAOLA,apartments,90000
November,PEMBROKE,house,475000
November,PIETÀ,apartment,92500
November,PIETÀ,,585000
November,PIETÀ,townhouse,265000
November,PIETÀ,apartment,114000
November,PIETÀ,clinic,60000
November,PIETÀ,store,
November,PWALES,penthouse,105000
November,QAWRA,apartment,178000
November,QAWRA,maisonette,125000
November,QAWRA,apartment,265000
November,QAWRA,apartment,145000
November,QAWRA,apartment,och120000
November,QAWRA,house,400000
November,QAWRA,apartment,och108000
November,QAWRA,apartment,och178000
November,QAWRA,maisonette,112000
November,QAWRA,maisonette,99900
November,QAWRA,apartment,135000
November,QORMI,penthouse,160000
November,QORMI,character,128000
November,QORMI,maisonette,75000
November,QORMI,apartment,116000
November,QORMI,house,198000
November,QORMI,house,209640
November,QORMI,penthouse,112000
November,QRENDI,character,419000
November,RABAT,bungalow,1600000
November,RABAT,,38000
November,RABAT,maisonette,188000
November,RABAT,apartment,115000
November,RABAT,townhouse,298000
November,SAFI,penthouse,160000
November,SALINA,apartments,135000
November,SAN ĠWANN,maisonette,180000
November,SAN ĠWANN,apartments,185500
November,SAN ĠWANN,house,376000
November,SAN ĠWANN,penthouse,385000
November,SAN ĠWANN,apartments,125000
November,SAN ĠWANN,apartment,159000
November,SAN ĠWANN,house,375000
November,SAN ĠWANN,apartment,125000
November,SAN ĠWANN,house,370000
November,SAN PAWL,villa,735000
November,SAN PAWL,villa,
November,SAN PAWL,villa,
November,SANTA LUĊIJA,house,265000
November,SENGLEA,house,170000
November,SENGLEA,townhouse,110000
November,SIĠĠIEWI,house,540000
November,SIĠĠIEWI,character,180000
November,SIĠĠIEWI,apartment,97000
November,SIĠĠIEWI,maisonettes,115000
November,SIĠĠIEWI,maisonette,200000
November,SIĠĠIEWI,flat,
November,SLIEMA,apartment,239000
November,SLIEMA,apartment,230000
November,SLIEMA,apartments,
November,SLIEMA,apartment,450000
November,SLIEMA,apartment,400000
November,SLIEMA,apartment,695000
November,SLIEMA,Apartment,499000
November,SLIEMA,apartment,305000
November,SLIEMA,apartment,780000
November,SLIEMA,apartment,780000
November,SLIEMA,maisonette,
November,SLIEMA,Apartment,245000
November,SLIEMA,apartment,395000
November,SLIEMA,apartment,245000
November,SLIEMA,maisonette,425000
November,SLIEMA,townhouse,450000
November,SLIEMA,apartment,360000
November,SLIEMA,shop,100
November,SLIEMA,apartment,215000
November,SLIEMA,apartment,255000
November,SLIEMA,penthouse,360000
November,SLIEMA,apartment,208000
November,SLIEMA,apartment,405000
November,SLIEMA,apartment,369000
November,SLIEMA,Maisonette,255000
November,SLIEMA,apartment,265000
November,SLIEMA,apartment,300000
November,SLIEMA,apartment,405000
November,SLIEMA,apartment,350000
November,SLIEMA,apartment,298000
November,SLIEMA,Penthouse,359000
November,SLIEMA,penthouse,
November,SLIEMA,apartment,550000
November,SLIEMA,,1800000
November,SLIEMA,apartment,545000
November,SLIEMA,apartment,630000
November,SLIEMA,maisonette,
November,SLIEMA,penthouse,450000
November,SLIEMA,apartment,515000
November,SLIEMA,Townhouse,279000
November,SLIEMA,apartment,239000
November,SLIEMA,apartment,212000
November,SLIEMA,,265000
November,SLIEMA,,370000
November,ST JULIANS,apartments,
November,ST JULIANS,apartments,165000
November,ST JULIANS,apartment,360000
November,ST JULIANS,apartment,679000
November,ST JULIANS,Apartment,260000
November,ST JULIANS,Apartment,300000
November,ST JULIANS,,
November,ST JULIANS,apartment,
November,ST JULIANS,apartment,325000
November,ST JULIANS,apartment,263000
November,ST JULIANS,apartments,1000000
November,ST JULIANS,apartments,
November,ST JULIANS,,360000
November,ST JULIANS,apartments,250000
November,ST JULIANS,apartment,400000
November,OLE_LINK1,penthouse,125000
November,ST JULIANS,apartments,226000
November,ST JULIANS,townhouse,385000
November,ST JULIANS,apartment,295000
November,ST PAUL,apartment,585000
November,ST PAUL,villa,390000
November,ST PAUL,townhouse,170000
November,ST PAUL,farmhouse,
November,ST PAUL,apartments,174000
November,ST PAUL,penthouse,175000
November,ST PAUL,penthouse,300000
November,ST PAUL,apartment,93000
November,ST PAUL,apartment,195000
November,ST PAUL,apartment,166000
November,ST VENERA,,180000
November,ST VENERA,apartments,15000
November,ST VENERA,maisonette,54000
November,ST VENERA,maisonette,215000
November,SWATAR,maisonette,185000
November,SWATAR,maisonette,145000
November,SWATAR,maisonette,278000
November,SWIEQI,penthouse,340000
November,SWIEQI,apartment,280000
November,SWIEQI,apartment,285000
November,SWIEQI,apartments,360000
November,SWIEQI,maisonette,300000
November,SWIEQI,apartment,260000
November,SWIEQI,maisonette,202000
November,SWIEQI,maisonette,285000
November,TA,apartment,250000
November,TA,maisonette,203000
November,TA,apartment,135000
November,TA,apartment,1200000
November,TA,villa,1350000
November,TAL IBRAĠ,maisonette,295000
November,TAL IBRAĠ,house,475000
November,TAL IBRAĠ,maisonette,300000
November,TAL IBRAĠ,maisonette,340000
November,TAL IBRAĠ,apartment,199000
November,TAL IBRAĠ,penthouse,590000
November,TAL IBRAĠ,apartment,295000
November,TAL IBRAĠ,villa,1400000
November,TAL IBRAĠ,villa,1400000
November,TARXIEN,maisonette,38000
November,TARXIEN,apartments,95000
November,TARXIEN,house,180000
November,THE,maisonette,
November,TIGNÉ,apartment,695000
November,TIGNÉ,apartment,550000
November,TIGNÉ,apartment,484000
November,TIGNÉ,apartment,595000
November,TIGNÉ,apartment,265000
November,VALLETTA,,
November,VALLETTA,shop,280000
November,VALLETTA,maisonette,160000
November,VALLETTA,maisonette,179000
November,VALLETTA,shop,50
November,VALLETTA,Maisonette,815000
November,VALLETTA,maisonette,250000
November,VALLETTA,apartment,295000
November,VICTORIA,bungalow,745000
November,VICTORIA,maisonette,435000
November,VITTORIOSA,maisonette,80000
November,VITTORIOSA,penthouse,330000
November,VITTORIOSA,townhouse,235000
November,XEMXIJA,flat,118000
November,XEMXIJA,apartment,350000
November,XGĦAJRA,apartment,277000
November,XGĦAJRA,apartment,125000
November,ŻABBAR,apartment,88000
November,ŻABBAR,penthouse,102000
November,ŻABBAR,maisonette,140600
November,ŻABBAR,house,266500
November,ŻABBAR,apartment,82500
November,ŻABBAR,flat,69000
November,ŻABBAR,villa,327000
November,ŻABBAR,Townhouse,135000
November,ŻABBAR,penthouse,133000
November,ŻABBAR,maisonette,157800
November,ŻEBBIEGĦ,apartment,165000
November,ŻEBBIEGĦ,Apartment,155000
November,ŻEBBIEGĦ,maisonette,235000
November,ŻEBBUĠ,character,1350000
November,ŻEBBUĠ,apartment,225000
November,ŻEBBUĠ,apartment,110000
November,ŻEBBUĠ,Apartment,129000
November,ŻEBBUĠ,character,327000
November,ŻEBBUĠ,apartment,148000
November,ŻEBBUĠ,house,300000
November,ŻEBBUĠ,,88000
November,ŻEBBUĠ,penthouse,130000
November,ŻEJTUN,apartment,130000
November,ŻEJTUN,maisonette,373000
November,ŻEJTUN,maisonette,63000
November,ŻEJTUN,character,157000
November,ŻEJTUN,plot,550000
November,ŻEJTUN,penthouse,128000
November,ŻEJTUN,house,237000
November,ŻEJTUN,apartments,80000
November,ŻEJTUN,character,215000
November,ŻEJTUN,apartment,109500
November,ŻONQOR,apartment,130000
November,ŻURRIEQ,farmhouse,och795000
November,ZURRIEQ,,99500
November,ŻURRIEQ,apartments,128000
November,BIRKIRKARA,townhouse,92000
November,GUARDAMANGIA,maisonette,148000
November,NAXXAR,maisonettes,125000
November,ST PAUL,apartments,
November,SWIEQI,house,650000
November,TAL IBRAĠ,apartment,280000
November,MELLIEĦA,maisonette,320000
November,MELLIEĦA,maisonette,
November,MOSTA,character,350000
November,TAL IBRAĠ,maisonette,265000
November,BALZAN,apartment,180000
November,GOZO XAGĦRA,apartment,110000
November,LIJA,character,465000
November,GOZO SAN,,350000
November,GOZO VICTORIA,apartment,165000
November,GUARDAMANGIA,apartment,138500
November,LIJA,Penthouse,
November,MOSTA,plot,249000
November,NAXXAR,penthouse,295000
November,QAWRA,apartment,97000
November,SIĠĠIEWI,apartment,97000
November,SLIEMA,apartment,550000
November,TA,maisonette,190000
November,ŻEBBIEGĦ,apartment,155000
November,GOZO SANNAT,maisonette,125000
November,ATTARD,maisonette,255000
November,ATTARD,apartments,135000
November,ATTARD,maisonette,239000
November,ATTARD,apartment,145000
November,ATTARD,,186000
November,ATTARD,apartments,167000
November,ATTARD,maisonette,245000
November,ATTARD,Penthouse,185000
November,ATTARD,penthouse,450000
November,ATTARD,villa,478000
November,ATTARD,apartment,210500
November,ATTARD,house,315000
November,ATTARD,villa,695000
November,ATTARD,penthouse,132000
November,BAĦRIJA,apartment,194000
November,BAĦRIJA,,165000
November,BALZAN,maisonette,220000
November,BALZAN,Townhouse,389000
November,BALZAN,maisonette,160000
November,BALZAN,character,480000
November,BALZAN,townhouse,
November,BALZAN,flat,168000
November,BALZAN,Penthouse,165000
November,BALZAN,apartment,155000
November,BALZAN,house,350000
November,BIRGUMA,villa,720000
November,BIRGUMA,bungalow,1450000
November,BIRGUMA,villa,
November,BIRKIRKARA,Apartment,160000
November,BIRKIRKARA,maisonette,205000
November,BIRKIRKARA,maisonette,163000
November,BIRKIRKARA,apartment,160000
November,BIRKIRKARA,maisonette,186000
November,BIRKIRKARA,penthouse,92000
November,BIRKIRKARA,apartment,153500
November,BIRKIRKARA,,187000
November,BIRKIRKARA,character,106000
November,BIRŻEBBUĠA,plot,165000
November,BIRŻEBBUĠA,apartment,145000
November,BIRŻEBBUĠA,maisonette,250000
November,BIRŻEBBUĠA,maisonette,265000
November,BIRŻEBBUĠA,house,85800)
November,BUĠIBBA,apartment,
November,BUĠIBBA,apartments,1365000
November,BUĠIBBA,apartment,och170000
November,BURMARRAD,apartment,110000
November,COSPICUA,townhouse,125000
November,COSPICUA,townhouse,90000
November,COSPICUA,plot,230000
November,FGURA,apartment,130000
November,FGURA,Apartments,97000
November,FGURA,apartment,60000
November,FORT,apartment,590000
November,GĦARGĦUR,character,690000
November,GĦARGĦUR,character,280000
November,GĦARGĦUR,character,350000
November,GĦARGĦUR,penthouse,350000
November,GĦARGĦUR,character,280000
November,GĦARGĦUR,apartment,315000
November,GĦAXAQ,apartment,110000
November,GOZO GĦAJNSIELEM,townhouse,450000
November,GOZO MARSALFORN,apartment,105000
November,GOZO MUNXAR,apartment,59500
November,GOZO NADUR,house,220000
November,GOZO NADUR,farmhouse,230000
November,GOZO NADUR,townhouse,255000
November,GOZO QALA,apartments,85000
November,GOZO SAN,house,325000
November,GOZO SANNAT,penthouse,268000
November,GOZO SANNAT,house,149000
November,GOZO VICTORIA,Plot,135000
November,GOZO XAGĦRA,house,150000
November,GOZO XAGĦRA,house,180000
November,GOZO XAGĦRA,apartment,110000
November,GOZO XLENDI,maisonette,150000
November,GOZO Owner,penthouse,125000
November,GOZO Townhouse,Townhouse,
November,GUARDAMANGIA,maisonette,148000
November,GUARDAMANGIA,maisonette,145000
November,GUARDAMANGIA,townhouse,264000
November,GUARDAMANGIA,apartment,140000
November,GUARDAMANGIA,,27000
November,GUDJA,,420000
November,GUDJA,apartment,90000
November,GUDJA,character,150500
November,GŻIRA,apartment,195000
November,GŻIRA,apartments,170000
November,GŻIRA,maisonette,170000
November,GŻIRA,apartments,739000
November,GŻIRA,penthouse,215000
November,GŻIRA,apartment,175000
November,GŻIRA,apartment,230000
November,GŻIRA,Apartment,138000
November,GŻIRA,Penthouse,170000
November,GŻIRA,apartment,175000
November,GŻIRA,apartment,145000
November,GŻIRA,apartment,170000
November,ĦAMRUN,clinic,60000
November,ĦAMRUN,Apartment,69000
November,ĦAMRUN,apartment,52000
November,ĦAMRUN,,135000
November,ĦAMRUN,townhouse,215000
November,ĦAMRUN,Store,75000
November,ĦAMRUN,maisonette,165000
November,IKLIN,bungalow,485000
November,IKLIN,Apartments,139000
November,IKLIN,plot,325000
November,IKLIN,maisonette,165000
November,KALKARA,Townhouse,175500
November,KALKARA,maisonette,69400
November,KAPPARA,Apartment,
November,KAPPARA,maisonette,191500
November,LIJA,penthouse,350000
November,LIJA,maisonette,234000
November,LIJA,maisonette,210000
November,LIJA,,1200000
November,LIJA,maisonette,235000
November,LUQA,townhouse,170000
November,MADLIENA,villa,1900000
November,MADLIENA,Plot,790000
November,MADLIENA,villa,845000
November,MARSASCALA,penthouse,230000
November,MARSASCALA,apartment,117000
November,MARSASCALA,apartment,128000
November,MARSASCALA,penthouse,345000
November,MARSASCALA,maisonette,155000
November,MARSASCALA,apartment,148000
November,MARSASCALA,apartment,197000
November,MARSASCALA,maisonette,111400
November,MARSASCALA,Apartment,99000
November,MARSASCALA,house,365000
November,MARSASCALA,maisonette,122000
November,MARSASCALA,maisonette,218000
November,MARSASCALA,house,370000
November,MARSASCALA,apartment,110000
November,MARSASCALA,apartment,155000
November,MARSASCALA,flat,230000
November,MARSASCALA,house,298000
November,MARSASCALA,penthouse,228500
November,MARSAXLOKK,villa,775000
November,MELLIEĦA,apartment,120000
November,MELLIEĦA,bungalow,585000
November,MELLIEĦA,Apartment,128000
November,MELLIEĦA,flat,535000
November,MELLIEĦA,penthouse,160000
November,MELLIEĦA,penthouse,375000
November,MELLIEĦA,apartment,150000
November,MELLIEĦA,apartment,165000
November,MELLIEĦA,house,475000
November,MELLIEĦA,apartment,170000
November,MELLIEochĦA,maisonette,och180000
November,MELLIEochĦA,apartment,och135000
November,MELLIEĦA,terraced,400000
November,MELLIEĦA,apartment,145000
November,MELLIEĦA,flat,125000
November,MELLIEĦA,maisonette,142000
November,MĠARR,apartment,159000
November,MĠARR,penthouse,175000
November,MĠARR,farmhouse,1700000
November,MONTEROSA,apartments,195000
November,MONTEROSA,apartment,230000
November,MOSTA,apartments,185000
November,MOSTA,maisonette,205000
November,MOSTA,penthouse,225000
November,MOSTA,house,355000
November,MOSTA,penthouse,335000
November,MOSTA,apartment,159000
November,MOSTA,villa,530000
November,MOSTA,townhouse,247700
November,MOSTA,character,640000
November,MOSTA,penthouse,180700
November,MOSTA,house,450000
November,MOSTA,character,675000
November,MOSTA,penthouse,137000
November,MOSTA,,
November,MOSTA,maisonette,230000
November,MOSTA,shop,550000
November,MOSTA,Apartment,125000
November,MOSTA,flat,133000
November,MOSTA,apartments,
November,MOSTA,,225000
November,MOSTA,apartment,170000
November,MOSTA,apartment,180000
November,MOSTA,apartment,och175000
November,MOSTA,,155000
November,MOSTA,apartment,135000
November,MQABBA,character,170000
November,MRIEĦEL,Warehouse,600000
November,MSIDA,maisonette,128000
November,MSIDA,,159000
November,MSIDA,apartment,138000
November,MSIDA,apartment,184000
November,MSIDA,apartment,130000
November,MSIDA,,119000
November,MSIDA,apartment,116000
November,MSIDA,apartment,72000
November,MSIDA,apartment,122000
November,MSIDA,apartment,och140000
November,MSIDA,penthouse,148000
November,MSIDA,apartment,115000
November,MSIDA,apartment,159000
November,NAXXAR,villa,700000
November,NAXXAR,maisonettes,125000
November,NAXXAR,maisonette,
November,NAXXAR,maisonettes,128000
November,PAOLA,apartments,95000
November,PAOLA,store,175000
November,PAOLA,maisonette,58500
November,PAOLA,apartment,85000
November,PAOLA,,70000
November,PEMBROKE,maisonette,325000
November,PEMBROKE,house,460000
November,PENDER,penthouse,550000
November,PIETÀ,apartment,92500
November,PIETÀ,,137000
November,PIETÀ,penthouse,159000
November,PIETÀ,apartment,135500
November,PIETÀ,apartment,136000
November,PORTOMASO,penthouse,
November,PORTOMASO,,1675000
November,PWALES,penthouse,109000
November,QAWRA,apartment,178000
November,QAWRA,shop,100000
November,QAWRA,apartment,och233000
November,QAWRA,apartments,130000
November,QAWRA,apartment,och125000
November,QAWRA,apartment,90000
November,QAWRA,plot,395
November,QAWRA,house,400000
November,QAWRA,apartment,175000
November,QAWRA,,200000
November,QAWRA,apartment,och178000
November,QAWRA,maisonette,112000
November,QAWRA,maisonette,125000
November,QAWRA,maisonette,99000
November,QORMI,penthouse,160000
November,QORMI,apartment,111000
November,QORMI,maisonette,196000
November,QORMI,apartment,116000
November,QORMI,apartment,109000
November,QORMI,character,
November,QRENDI,character,298000
November,QRENDI,townhouse,245000
November,QRENDI,character,98000
November,QRENDI,Townhouse,265000
November,QRENDI,character,700000
November,RABAT,townhouse,147000
November,RABAT,maisonette,180000
November,SAN ĠWANN,penthouse,
November,SAN ĠWANN,apartment,257000
November,SAN ĠWANN,apartment,159000
November,SAN ĠWANN,apartment,159000
November,SAN ĠWANN,apartments,125000
November,SAN PAWL,apartment,220000
November,SAN PAWL,villa,550000
November,SAN PAWL,plot,550000
November,SAN PAWL,plot,925000
November,SAN PAWL,Villa,620000
November,SANTA MARIA,villa,
November,SENGLEA,townhouse,124000
November,SIĠĠIEWI,apartment,97000
November,SIĠĠIEWI,apartment,165000
November,SIĠĠIEWI,house,220000
November,SLIEMA,townhouse,370000
November,SLIEMA,apartment,450000
November,SLIEMA,townhouse,750000
November,SLIEMA,apartment,695000
November,SLIEMA,Apartment,499000
November,SLIEMA,apartment,303000
November,SLIEMA,apartment,549000
November,SLIEMA,townhouse,565000
November,SLIEMA,apartment,370000
November,SLIEMA,Apartments,320000
November,SLIEMA,apartment,230000
November,SLIEMA,apartment,303000
November,SLIEMA,apartment,360000
November,SLIEMA,,425000
November,SLIEMA,townhouse,375000
November,SLIEMA,townhouse,450000
November,SLIEMA,maisonette,255000
November,SLIEMA,apartment,245000
November,SLIEMA,shop,100
November,SLIEMA,apartment,545000
November,SLIEMA,apartment,490000
November,SLIEMA,Maisonette,255000
November,SLIEMA,apartment,300000
November,SLIEMA,Penthouse,415000
November,SLIEMA,,797000
November,SLIEMA,apartment,750000
November,SLIEMA,apartment,530000
November,SLIEMA,townhouse,370000
November,SLIEMA,apartment,318000
November,SLIEMA,penthouse,250000
November,SLIEMA,store,325000
November,SLIEMA,Townhouse,265000
November,SLIEMA,townhouse,325000
November,SLIEMA,maisonette,161000
November,SLIEMA,apartment,239000
November,ST JULIANS,apartment,300000
November,ST JULIANS,apartments,
November,ST JULIANS,penthouse,395000
November,ST JULIANS,apartments,165000
November,ST JULIANS,maisonette,350000
November,ST JULIANS,apartment,295000
November,ST JULIANS,apartment,295000
November,ST JULIANS,penthouse,
November,ST JULIANS,penthouse,1500000
November,ST JULIANS,apartment,365000
November,ST JULIANS,penthouse,
November,ST JULIANS,apartment,250000
November,ST JULIANS,apartment,85000
November,ST JULIANS,apartment,295000
November,ST JULIANS,apartment,300000
November,ST JULIANS,penthouse,165000
November,ST JULIANS,apartment,305000
November,ST JULIANS,townhouse,385000
November,ST JULIANS,townhouse,385000
November,ST JULIANS,Townhouse,318000
November,ST JULIANS,Townhouse,318000
November,ST JULIANS,maisonette,
November,ST JULIANS,penthouse,410000
November,ST JULIANS,penthouse,403000
November,ST JULIANS,Apartment,225000
November,ST PAUL,flat,119000
November,ST PAUL,,3800000
November,ST PAUL,bar,1200000
November,ST PAUL,,1950000
November,ST PAUL,apartment,90000
November,ST PAUL,penthouse,150000
November,ST PAUL,Penthouse,245000
November,ST PAUL,penthouse,186000
November,ST PAUL,apartment,117000
November,ST PAUL,house,och360000
November,ST PAUL,apartment,195000
November,ST VENERA,penthouse,190000
November,ST VENERA,Apartment,125000
November,ST VENERA,maisonette,190000
November,ST VENERA,house,360000
November,ST VENERA,apartment,140000
November,SWATAR,house,410000
November,SWATAR,maisonette,185000
November,SWATAR,maisonette,145000
November,SWATAR,maisonettes,130000
November,SWIEQI,maisonette,270000
November,SWIEQI,maisonette,350000
November,SWIEQI,maisonette,285000
November,SWIEQI,maisonette,295000
November,SWIEQI,penthouse,310000
November,SWIEQI,apartment,415000
November,SWIEQI,apartment,280000
November,SWIEQI,maisonette,265000
November,TA,house,399000
November,TA,apartment,250000
November,TA,maisonette,210000
November,TAL IBRAĠ,maisonette,295000
